Company Name,Experience With SBIR Program
"International Mezzo Technologies, Inc.",35
International Micro Images,1
International Micro Industries,5
International Mobile Machines,2
"INTERNATIONAL PHOTONICS CONSULTANTS, INC",7
International Pollination Systems - U.S.A.,1
International Polymer Corp.,1
"International Power Group, Inc",1
International Productivity,1
"International Radiation Detectors, Inc.",17
International Remote,3
International Research Assoc.,2
International Resource Develop,1
International Resources Group,2
International Science,1
International Scientific Technologies Inc,21
International Sensor,9
International Series Research,1
International Software,7
INTERNATIONAL SOLAR ELECTRIC TECHNOLOGY,16
"International Space Systems, Inc.",3
International Stellar,2
International Supertech Labora,2
International Systems &amp; Soft-,2
International Tech Tran Inc,9
"INTERNATIONAL TECHNOLOGY CONCEPTS, INC.",1
"International Technology Exchange, Inc.",3
International Technology Servi,2
"INTERNATIONAL THERAPEUTICS, INC.",3
"INTERNATIONAL TITANIUM POWDER, L.L.C.",2
Internet Interactive,1
InternetSpeech,1
"Internetwork, Inc.",2
Interneuron Pharmaceuticals,1
Interorbital Systems,1
"Interphase Materials, Inc.",5
"InterPhases Solar, Inc.",23
Interpore International,1
"InterScience America, Inc.",4
"InterScience, Inc.",87
Intersciences Inc.,3
"INTERSCOPE TECHNOLOGIES, INC.",1
"INTERSENSE, INC.",8
Interservco Inc.,2
Intersonics Inc.,11
"INTERSPACE, INC.",12
Interspec Inc,21
"Intersphere, Inc.",1
"INTERSTEL TECHNOLOGIES, INC. ",1
Interstellar Inc.,2
"Interstitial, Inc.",1
"INTERSYSTEMS, INC.",25
"Intertec Advanced Materials, Inc.",2
Intertek,1
INTERTHYR CORPORATION,3
Intertie Incorporated,1
Interventional Analgesix Inc,2
"INTERVENTIONAL IMAGING, INC.",4
"INTERVEXION THERAPEUTICS, LLC",3
INTERVISION,1
InterVision Media,6
"Intervision Systems, Inc.",2
"Interwav, Inc.",2
"INTERWEAVE, INC.",2
"INTEVAC PHOTONICS, INC.",5
"Intevac, Inc.",10
"INTEZYNE TECHNOLOGIES, INC.",4
"Inthependant, Inc.",1
"INTICA BIOMEDICAL, INC.",2
"Intific, Inc.",11
Intl New Wave Tech Inc.,1
Intl Polymer Systems Inc.,1
"INTOUCH HEALTH, INC.",1
"INTRA MEDICAL IMAGING, LLC",6
"INTRA-CELLULAR THERAPIES, INC.",6
"Intra-sonix, Inc",1
"INTRABAND, LLC",20
"INTRACELLULAR IMAGING, INC.",1
Intradigm Corporation,5
"INTRAGENE SCIENCES, INC.",2
"Intraimmune Therapies, Inc.",4
INTRALASE CORPORATION,8
"INTRALOOP, INC.",2
"Intralytix, Inc.",13
INTRAMICRON INC,7
"INTRANASAL TECHNOLOGY, INC.",2
"Intraop, Inc.",1
IntraSpec Inc,26
"Intratherapeutics, Inc.",2
"IntraVascular Imaging, Inc.",1
Intrepid Communications Inc,1
Intrepid LLC,2
"Intrepid Networks, LLC",1
Intrigma Inc.,1
Intrigue,2
INTRIGUE TECHNOLOGIES INC.,1
"INTRINSIC BIOPROBES, INC.",33
Intrinsic Enterprises Inc,6
INTRINSIC LIFESCIENCES LLC,6
INTRINSIC SEMICONDUCTOR CORP.,28
Intrinsix Corp.,11
INTRINSYX BIO INC.,1
"INTROGEN RESEARCH INSTITUTE, INC.",1
"Introgen Therapeutics, Inc.",7
Intron Inc.,1
"INTRONN, INC.",8
"Introspective Power, Inc.",1
"Introspective Systems, LLC",5
Intryca,1
INTUIDEX INC.,10
"IntuiTap Medical, Inc.",1
Intuitive Computing,1
"Intuitive Machines, Llc ",1
INTUITIVE RESEARCH &amp; TECHNOLOGY CORP.,7
INTUITIVE SURGICAL,12
INTUOR TECHNOLOGIES LLC,1
INTUVISION,5
Invariant Corporation,4
"INVARIANT SENSOR TECHNOLOGIES, INC.",1
"INVASC THERAPEUTICS, INC.",2
Invenio Imaging Inc.,6
INVENIO THERAPEUTICS INC,4
INVENT-ABLING LLC,2
INVENTEK CORP,13
"INVENTHERM, L.L.C.",3
"Invention House, LLC",1
"Inventis, Inc.",4
Inventive Development Company,1
"INVENTIVE SOFTWARE SOLUTIONS, INC",2
INVENTORS WORKSHOPS INC,1
INVENTOX INC,2
Inventwood LLC,5
INVENUX LLC,7
Invercon LLC,5
"INVERSEON, INC.",4
INVERSION SPACE CO,1
Invertix Corporation,8
"Investigen, Inc.",8
"INVIA, LLC",1
Invibragen Inc.,1
"Invicta Ltd., L.L.C.",1
"Invictus Health, Inc.",1
"Invictus Medical, Inc.",3
Inview Technology Corporation ,7
"INVINCEA LABS, LLC",5
"INVIRAGEN, LLC",6
INVIS Technologies Corporation,1
"Invisible Hand Enterprises, LLC",2
"Invisible Pack, Inc.",1
"InVision Technologies, Inc.",1
inVision Technology LLC,1
Invistics Corporation,4
"Invitro Diagnostics, Inc.",3
"Invitro Technologies, Inc.",7
Invitrogen Corporation,20
Invitron Corp,6
INVIVOGEN CORPORATION,1
"INVIVOMON, INC.",2
"Invivosciences, Inc.",15
INVIZYNE TECHNOLOGIES INC,4
Invocon Consultants,2
"Invocon, Inc.",56
Invoke Public Sector USA LLC,2
Invotec,1
"INVOTEK, INC.",32
"Inxight Software, Inc.",1
"inXitu, Inc.",9
Inxsol LLC,9
"INZIO, INC.",1
"IO BIOSYSTEMS, INC.",1
"IO THERAPEUTICS, INC.",2
"IOGENETICS, LLC",4
IOMAI CORPORATION,10
"Iomed, Inc.",1
"Ion Applications, Inc.",2
"ION BEAM OPTICS, INC.",2
"Ion Channel Innovations, LLC",4
"Ion Dx, Inc.",2
ION Engineering LLC,5
"ION OPTICS, INC.",36
Ion Physics Corporation,9
"Ion Power, Inc.",3
"Ion Signature Technology, Inc.",4
"ION TECHNOLOGIES, INC.",2
IonEdge Corp.,20
Ionfield Systems LLC,3
"IONFINITY, LLC",8
IONIAN TECHNOLOGIES,1
Ionic Atlanta Inc,7
IONIC PHARMACEUTICALS,8
Ionic Security Inc.,2
"IONIC SYSTEMS, INC.",24
"Ionica Sciences, Inc",4
"Ionics International, Inc.",11
"Ionix Power Systems, LLC",3
"Ionized Magnetron Flux, LLC",1
"Ionographics, Incorporated",2
IONOMER SOLUTIONS LLC,1
Ionoptix LLC,4
Ionotronics Corporation,1
"Ionova Technologies, Inc.",3
IONSPEC,5
ionu biosystems,1
"Ionwerks, Inc.",71
IOP Technologies LLC,2
"IOSEMANTICS, LLC",1
Iosensor,1
"Iota Solutions, Inc.",1
IOTAI INC,3
"iotaMotion, Inc.",4
"IOTAS, INC.",2
"Iowa Adaptive Technologies, Inc.",2
Iowa Laser Technology Inc,4
Iox Assessment Assoc,3
IP ADVANTAGE,1
"IP Shakti, LLC",1
IP VIGIL,2
Ipa Systems,1
iPACES LLC,1
iPeaksData Corporation,4
"IPITEK, Inc.",49
IPM Development Company Inc.,22
IPM Laboratories Inc ,3
IPM Works,3
IPSOLON RESEARCH INC.,2
"Ipsum Nano, LLC",1
IQ BIOTECH LLC,1
"IQ Engines, Inc.",4
IQ Medical Imaging LLC ,5
IQ Proteomics LLC,2
IQ Smart Interactive LLC,1
IQ-ANALOG,1
"IQF DREAM, LLC",2
IQINETICS TECHNOLOGIES INC,1
"IQL Independent Quality Labs, Inc.",1
Iqsonics LLC,1
"IQuity Labs, Inc.",6
"IQUUM, INC.",23
IR Dynamics,3
Ir Vision,1
Ira J. Pitel,1
IRD Corporation,5
"IRDT Solutions, Inc",7
"Irenix Medical, Inc.",2
"IREPROGRAM, LLC",3
Irex Pharma LLC,1
IRFLEX CORP,29
"Irglare, LLC",24
IRI COMPUTER COMMUNICATIONS CORP.,13
"Iria Pharma, LLC",2
"Iridicom, Inc.",3
"IRIMSENS, LLC",2
"IRIS AO, INC.",21
IRIS LIGHT TECHNOLOGIES INC,2
IRIS MEDIA INC,61
"Iris Medical Instruments, Inc.",1
Iris OB Health Inc.,1
Iris Photovoltaics Inc.,1
Iris Technology Corporation,25
IRISYS RESEARCH AND DEVELOPMENT,1
IROBOT CORP.,30
IRON BAY MODEL COMPANY,3
"IRON HORSE DIAGNOSTICS, INC.",2
"Ironbridge Technologies, Inc.",1
Ironic Chemicals LLC ,2
IRPI LLC,9
"IRRADIANCE GLASS, INC.",1
"Irradiance, Inc.",1
IRRADIANT TECHNOLOGIES INC.,3
"Irrigation For The Future, Inc.",1
IRT,8
IRV &amp; SHELLY&#039;&#039;S FRESH PICKS,1
Irvine Sensors Corporation,189
"IRVINE TECHNOLOGIES, LLC",6
Irvine Technology Gp Inc.,4
IRW CONSULTING,1
"IS Robotics, Inc.",3
IS3D LLC ,9
ISA ASSOCIATES INC,91
ISA Corporation,2
"ISAC, INC.",12
"Isca Technologies, Inc.",80
Iscan Inc,1
ISCHEM CORPORATION,2
"ISciences, L.L.C.",2
ISCREEN 2 PREVENT LLC,1
ISE RESEARCH CORP.,5
"ISEA TEK, LLC ",2
"Iseeyou360, Inc",2
ISENSE DEVELOPMENT CORP.,1
ISENSE MEDICAL CORPORATION,2
"ISENSE, LLC",12
"ISERA Group, Inc.",8
Isi Group Inc.,1
"Ism Technologies, Inc.",10
ISM Therapeutics,5
"ISO-Pacific Remediation Technologies, Inc.",1
Isobaric Strategies Inc,1
Isocline Engineering LLC,5
Isocore Corporation,1
"ISOFLUX, INC",2
Isoformix Inc.,2
"Isogenetics, Inc.",1
"ISOGENIS, INC.",6
"Isolab, Inc.",5
"Isolere Bio, Inc",5
"Isomark, LLC ",3
Isomet Inc,1
"ISONO HEALTH, INC.",2
"ISOPERFORMANCE, INC.",3
Isoplexis Corporation,17
"Isoprene Pharmaceuticals, Inc.",1
"Isorca, Inc.",1
"Isosceles, LLC",1
"ISOSCIENCES, LLC",2
"Isostatic Technologies, Llc",1
Isotechnologies Inc.,2
IsoTherapeutics Group LLC,5
ISOTHERMAL SYSTEMS RESEARCH,16
Isotope Technologies,1
ISOTRON CORPORATION,13
"ISOTRUSS STRUCTURES, INC.",2
"Isotruss, Inc.",2
ISPIN INC.,1
Isr Inc.,1
ISSAC Corp,9
IST Research Corp.,8
"IST, LLC",1
IST-Rolla,7
Istar Inc.,6
"ISTECH, INC.",1
"ISTHMUS BIOSCIENCES, INC.",1
ISTO TECHNOLOGIES,5
IstosVisio Inc.,1
"ISW GROUP, INC.",2
ISX CORP.,38
Isys Corp.,3
"IT Bio, LLC",2
IT Cadre LLC,1
It Works Inc,3
"It&#039;s Never 2 Late, LLC",1
Itac,1
Itaconix Corporation,3
"Itasca Consulting Group, Inc.",4
"ITCN, Inc.",8
Ite Inc.,3
"ITELEHEALTH, INC.",4
"ITEM SOFTWARE, INC.",1
"Iten Industries, Inc.",1
"Iterated Systems, Inc.",9
Iterations Inc,2
Iterative Therapeutics Inc.,5
"ITERATIVITY, INC.",2
"Iterceptor Industries, Inc.",1
Iteris Inc.,1
"Ithaca Materials Research &amp; Testing, Inc.",1
Ithaca Mechanical Systems Corp.,1
"Ithaco, Inc.",13
Ithax Pharmaceuticals Inc,2
ITHERAPEUTICS CORPORATION,1
"iTherapy, LLC",3
"ITHERX PHARMACEUTICALS, INC.",2
ITI,2
"ITI Engineering, LLC",1
iTi Health ,3
ITL LLC,1
"ITN ENERGY SYSTEMS, INC.",101
ITRI CORP.,4
ITT,1
Itx Laboratorytories Ltd,2
"IUVO AI, Inc.",1
"Iv Systems, Inc.",4
"IVDIAGNOSTICS, LLC",1
"Iveena Delivery Systems, Inc.",5
IVIEW Therapeutics Inc,2
"IVISIT, LLC",3
Iviva Medical,1
"IVREA, INC.",6
"IVS TECHNOLOGIES, LLC",1
IVYSYS TECHNOLOGIES LLC,2
"iWalk, Inc.",1
"IXI Technology Electronic Warfare, LLC",1
"IXION BIOTECHNOLOGY, INC.",19
IXM Corporation,2
"IXMATCH, INC.",2
"iXpressGenes, Inc.",9
"iZen ai, Inc.",1
Izentis LLC,1
J &amp; J Engineering,1
"J &amp; J Solutions, Inc.",5
J &amp; J Technologies Inc.,1
"J And N Enterprises, Inc.",1
J B DWERLKOTTE ASSOCIATES INC,3
J Integral Engineering,2
J M Jenco &amp; Assoc Inc,1
J M MALONE &amp; SON INC,2
J M T Consultants Inc,1
"J MacAulay &amp; Co, LLC",1
J O Elder Associates,2
J P LABORATORY INC,10
J&amp;a Assocs Inc,1
J&amp;D Enterprises,1
J&amp;W Medical LLC,3
"J-Star Industries, Inc.",1
J-tec Assocs Inc,3
"J. &amp; D. Scientific, Inc.",13
J. A. Green Co.,2
"J. A. Woollam Co., Inc.",13
J. Chaffee &amp; Associates,1
J. F. CLAUSER AND ASSOCIATES,3
"J. F. Taylor, Inc.",1
"J. H. Martin, Inc.",1
"J. L. Anderson Associates, Inc.",1
"J. M. CANTY, INC.",1
"J. R. JAMES ASSOC., INC.",1
J. S. Kanel &amp; Associates LLC,1
J. Stafford Associates,2
"J.A. REINHARDT &amp; CO., INC.",1
J.B. Witmer &amp; Co,1
"J.b.s. Technologies, Inc.",6
"J.e. Drummond, Phd., Faps",1
J.k. Research,8
"J.T. McGraw and Associates, LLC",5
J.V. Poplawski &amp; Assoc.,4
"J2 MATERIALS, LLC",1
J2F Engineering,2
Jaan Biotherapeutics LLC,3
Jabiru Software and Services,4
"Jack Faucett Associates, Inc",3
Jack Light Dds Pc,1
Jack R Benjamin &amp; Assoc,1
JACKPINE TECHNOLOGIES CORP.,4
Jackson and Tull,7
Jackson Bond Enterprises LLC,4
"Jackson Labs Technologies, Inc.",2
Jacob M. Hammer Photonics,1
"Jacob W. Paulk Farms, Inc.",2
Jacobsen Holz Corporation,1
"JACOBUS PHARMACEUTICAL COMPANY, INC.",4
"JACQUARD COMPUTING, INC.",2
Jade Therapeutics,3
Jaden BioScience Inc.,1
"JADI, INC.",4
"Jadoo Power Systems, Inc.",7
"Jaeco Orthopedic, Inc.",1
Jah Systems Integrators,1
Jai Assoc Inc.,4
"Jail Education Solutions, Inc.",1
JAMBEYANG RESEARCH,1
"Jamerson &amp; Associates, L.L.C.",3
James Cutler,1
"James Gregory Assoc., Inc.",2
James L. Ruhlman,1
James R Gloudemans,1
"James R. Johnson &amp; Associates, LLC.",3
"JAMES R. MODEN, INC.",3
James W. Bunger And Associates,4
"James W. Dickey, Jr., M.d., P.",1
Jameson Robotics,1
Jamieson Science And,2
"Jan Biotech, Inc.",7
"Jan Scientific, Inc.",2
Janet Gelphman Photography,1
"JangoBio, LLC",1
"Janicki Bioenergy, LLC",1
Janis Research Co.,2
"JANKOVIC &amp; ASSOC., INC.",1
Janoch Engineering LLC,1
"JANSEN&#039;S AIRCRAFT SYSTEMS CONTROLS, INC.",2
"Janus Research Group, LLC",1
JANUSQ LLC,1
JANX INC,1
Janya Inc.,18
JAQ Energy LLC,1
"JARDON &amp; HOWARD TECHNOLOGIES, INCORPORATED",5
Jariet Technologies,1
Jarrard And Associates,1
Jarvik Research Inc,1
"JASIN DISCOVERY SOLUTIONS, INC.",1
Jason Associates Corp.,3
Jasper Solutions Inc,2
"JASR Systems, LLC",1
Jaunt Air Mobility LLC,3
"Javelin Biotech, Inc.",1
JAVELIN DIGITAL DESIGN,1
"Javelin Oncology, Inc",1
"JAVELIN PHARMACEUTICALS, INC.",1
"Javelin3D, LLC",1
"Jaxon, Inc.",3
"Jay Medical, Ltd.",1
Jaybridge Robotics,6
Jaycon Systems LLC ,2
"Jaycor, Inc.",66
JAYMART SENSORS LLC,1
Jb Systems,1
"JB THERAPEUTICS, INC.",1
Jbf Associates Inc.,5
JBliss Imaging Systems,3
"JBS International, Inc.",3
JBS SCIENCE INC.,8
Jc Associates,2
JC Nabity Lithography Sys,1
JC Solutions,1
Jcl Clinical Research Corp,5
"JCM ENVIRONMENTAL, LLC",2
"JCP TECHNOLOGIES, INC.",2
"Jcs Systems, Inc.",1
JD INTERNATIONAL LTD.,2
"JDC, Inc.",3
"JDLL, INC.",6
JDS Technologies,1
JEANSEE,1
Jec Technologies (formerly,1
JEEVA WIRELESS INC,3
"JEEVAN BIOSCIENCES, INC.",1
JEFF HENDRIX,2
Jefferies Associates,2
Jeffery Bell,1
JEM,1
"JEM ENGINEERING, LLC",31
"Jema Science, Inc",4
Jema Technologies LLC ,2
"Jeneric/pentron, Inc.",3
Jenesis Biosciences LLC,1
"Jenike &amp; Johanson, Inc.",1
"JENIUS, LLC",1
Jensorter Inc.,4
"Jentek Sensors, Inc.",107
"Jenter Systems, Inc.",1
"JERED INDUSTRIES, INC.",2
"Jericho Sciences, LLC",4
Jericho Systems Corporation,2
"Jerry L. Berndt Dba,  Jb Enterprises",2
"Jersey Flora, Inc.",2
JET PROCESS CORP,41
"Jet Technologies, Inc.",1
"Jet-Set Offset, LLC",1
JETCOOL TECHNOLOGIES INC.,4
"Jetek, Inc.",3
"Jetoptera, Inc.",4
JEWETT ENGINEERING LTD.,1
"JF Scientific Industries, Inc",1
Jfb Associates Inc.,1
"JGM ASSOCIATES, INC.",3
"JGPERPICH, LLC",8
Jh Jansen Co,1
"Jhf, Inc.",2
JHM TECHNOLOGIES,2
"JHT Instruments, LLC",1
"JibChain, Inc",1
"JIL INFORMATION SYSTEMS, INC.",1
Jimfina Group LLC,1
"JIN CONSULTING, INC.",2
Jinga-hi Inc. ,2
"Jio, Inc.",3
Jireh Systems,1
JIT SlipStream LLC,1
"JIVAN BIOLOGICS, INC.",3
Jjm Enterprise,1
"Jjm Systems, Inc.",1
"JJW Consulting, Inc.",13
"JK AUTOIMMUNITY, INC.",3
"JKM Technologies, LLC",3
JLG Innovations Inc.,2
Jlw Company,1
"JM HARWOOD, LLC",4
"JMARTECHNOLOGIES, RESEARCH DIVISION",12
JME Group,1
"JME, Inc.",4
"Jmf Enterprises, Inc.",1
"JMH EDUCATION MARKETING, INC.",5
Jms Vision Loss Rehab Inc,2
JMSI INC.,28
Jmw Acquisition Company Inc,3
Jns Health Enhancement Group,1
Jo Ann Johnston &amp; Co.,2
"JOB PERFORMANCE SYSTEMS, INC.",6
"Joby Aero, Inc.",1
Jodange Inc,1
"JODARO, INC.",1
Joel M. Kohn Company,1
Joel Popkin And Company,2
"Joerger Enterprises, Inc.",4
Johanson And Assoc,1
"Johansson Industries, Inc.",4
John B. Sinacori Associates,1
John Brown Assoc Inc.,11
John C Daidola Inc.,1
John K. Liu Enterprises,1
John McNeil &amp; Co.,1
John R. Bayless Co,16
John Rafferty And Associates,4
"John Tiller Software, Inc",4
"John Ware Research Group, Inc.",1
John Wreathall &amp; Company,1
JOHNNY&#039;S SELECTED SEEDS,1
Johnson Aeronautics,1
Johnson Engineering,7
Johnson Research &amp; Development Co Inc,21
"Johnson, Kenneth",1
"Johnston, Zaber &amp;",2
Joint Venture:navsys Corp/sc S,1
"JOINTECHLABS, INC.",1
JointMetrix Medical LLC,1
"Jolt Energy Storage Technologies, LLC",1
Jona Group Ltd.,4
"JONAS, INC.",8
Jonathan Aerospace Materials Corporation,5
"Jones Caudill &amp; Assoc., Inc.",1
"Jones, Timothy",2
Jordan &amp; Associates,2
"Jordan Valley Semiconductors, Inc.",1
Jortan Pharmaceuticals Inc.,1
Jortner Research &amp; Engineering,1
JORVEC CORP.,2
Jorway Corporation,8
JOSEPH HEPP ENGINEERING,5
Joseph V Lambert Associates,2
JOULEZ INC.,1
"Jovanovich, Stevan B",1
"JOVE SCIENCES, INC.",8
Jovian Software Consulting LLC,2
Joy Lab Consulting LLC,1
Joylabz LLC,2
Jp Accelerator Works,2
"JP AEROSPACE, LLC",1
"JP INNOVATIONS, L.L.C.",5
"Jp Laboratorytories, Inc.",11
JPAnalytics LLC,6
"JPS Industries, Inc.",2
JPSE,1
"JPTECHNOLOGIES, INC.",3
JQX LAB,1
Jqx Laboratory,1
"JR HydroTech, LLC",1
"JR2J, LLC",1
"JRM Enterprises, Inc.",38
Jrs Research Laboratorytori,10
"JS GENETICS, LLC",8
Jsh Optics,2
JSI MICROELECTRONICS,1
"JSJ Technologies, LLC",3
JSK THERAPEUTICS INC.,3
JSL Innovations LLC,1
Jsm Assocs,1
"Jsp Industries, Inc.",2
"JSR Associates, Inc.",2
"JT Pharmaceuticals, Inc. ",4
JT-Mesh Diagnostics LLC,1
"JTA RESEARCH, INC.",1
"JTAP Technologies, LLC ",2
Jtp Radiation Inc,1
JUA TECHNOLOGIES INTERNATIONAL LLC,1
"Juarez and Associates, Inc.",3
"Judd Systems Technologies, LLC",5
JUGGERBOT 3D LLC,1
"Jule, Inc.",4
"Julia Computing, Inc.",2
"JULIA GROUP, THE",7
JULIA SEMANTICS LLC,1
JUMP AERO INCORPORATED,4
"JUN INNOVATIONS, INC.",3
"JUNCO LABS, LLC",1
"JuneBrain, Inc.",2
Jung Research and Development Corp.,4
Jungk Nguyen Innovations LLC,3
"JUNIPER ELBOW CO., INC.",2
Junora Ltd,1
"JunTech, Inc.",5
"Jupiter Orphan Therapeutics, Inc.",1
Jupiter Technologies Inc,3
"JUPITER THERAPEUTICS, INC.",1
"JUST GREENS, LLC",3
JUST HEALTH CARE LLC,1
Justice Associates Inc.,1
"JUVARIS BIOTHERAPEUTICS, INC.",7
JUVENA THERAPEUTICS INC,1
JuvoBio Pharmaceuticals Inc.,4
"Juxtopia, LLC",4
JVC Radiology and Medical,2
Jvw Electronics Inc.,1
"JW COMPOSITES, LC",1
Jwk International Corp.,18
JWMC LLC,2
Jx Crystals Inc.,14
"JXT Applications, Inc.",29
"JYANT Technologies, Inc.",4
JYL Solutions,1
K &amp; A Energy Consultants Inc.,1
"K &amp; A Wireless, LLC",10
K &amp; C Medical,1
K &amp; D Research,1
"K &amp; S Scientific, Inc",1
"K AND K BIOSCIENCES, INC.",5
K C Research Corpon,4
K D Howard Enterprises Inc,1
K E M P CORP,8
"K MEDICAL, LLC",1
K S E INC,70
"K Sciences GP, LLC",3
K SYSTEMS CORP.,4
K T Analytics Inc,1
K T Engineering Corporation,8
k Technology Corporation,54
"K&amp;c Tech., Inc.",2
"k-Space Associates, Inc.",4
K. Wetzel &amp; Company,3
K2 BIOMICROSYSTEMS LLC,1
"K2 ENERGY SOLUTIONS, INC.",5
K2 OLED LLC,1
"K2 Solutions, Inc ",1
"K2 TECHNOLOGIES, LLC",2
"K2T, Inc.",7
"Kaai, Inc.",1
KAB LABORATORIES INC.,15
"Kachina Technologies, Inc.",4
"Kadmon Corporation, LLC",2
"Kadmus Pharmaceuticals, Inc.",2
"Kadmus, Inc.",1
"Kadvax Technologies, Inc",1
KAER BIOTHERAPEUTICS CORPORATION,3
"Kahili Ventures, LLC",2
"Kai Sensors, Inc.",2
"KAI, LLC",22
Kaia Corp.,1
Kainos Energy Corporation,1
"Kairos Autonomi, Inc.",2
Kairos Critical Care Science,1
KAIROS Inc,22
Kairos Microsystems Corporation,2
Kairos Research LLC,3
KAIROS SENSORS LLC,1
Kairosys Inc.,2
"Kaitech, Inc.",3
Kaizen Consulting Inc,1
"Kaizen Technologies, INC.",1
"KALA PHARMACEUTICALS, INC.",2
"Kaleido, Inc.",1
"Kalgen, Inc.",1
"Kaliber Imaging, Incorporated",2
"Kalinex, Inc.",1
"KALION, INC.",3
KALLAPAL ENGINEERING,1
KaloCyte Inc,4
"Kalos Technologies, Inc.",8
KALSCOTT ENGINEERING INC,51
"Kalsi Engineering, Incorporated",13
"KALYPSYS, INC.",1
"Kalyra Pharmaceuticals, Inc.",4
Kambea Industries,1
KAMIAK CORP.,1
"KAMIN CONSULTING, INC.",3
"Kampanics, L.L.C.",1
"Kamtek, Inc.",3
Kamterter Inc.,2
Kamuela Greenhouse/Specialty Orchids,2
Kan Kote Inc,1
"KANDRA LABS, INC.",2
"Kaney Aerospace, Inc.",7
KannaLife Sciences Inc. ,2
"KANSAS ADVANCED TECHNOLOGIES, INC.",1
KANSAS ENVIRONMENTAL MANAGEMENT ASSOCIATES LLC,2
KANSHI LLC,1
Kapalya Inc.,1
"KAPOS ASSOC., INC.",3
Kappler Safety Gp,1
"Kappler, Inc",2
"Kaprica Security, Inc",1
Kaps Biotechnology LLC,2
"Kapteyn-Murnane Laboratories, Inc.",49
Kaptron Inc,1
"Karagozian &amp; Case, Inc.",63
Karamalidis Extraction Technologies,1
"Karamedica, Inc.",2
KARAX LLC,1
"KARDIA THERAPEUTICS, INC.",4
"Karkigen, Inc.",1
Karkinos Biochem Inc,2
"Karnatech, Inc.",2
Kars Advanced Materials Inc,2
KARTA TECHNOLOGIES,32
"Karyon Technology, Inc.",1
Karyopharm Therapeutics Inc.,2
Kasevich Associates Inc,1
KASHMERICK ENGINE SYSTEMS LLC,2
Kassia International,1
Kassoy Innovative Science Solutions,1
"Katabasis Aerospace, LLC",2
"Katahdin Biopharmaceuticals,",1
"Katalyst Kreations, LLC",1
"Katalyst Space Technologies, LLC",1
"Katalyst, Inc.",5
Katanya Publications,1
Katech Inc.,1
KATHERA BIOSCIENCE INC.,1
"Katrix, Inc.",2
"Katsman, Vladimir",35
"KATZ WATER TECHNOLOGIES, INC.",4
"Kaufman &amp; Robinson, Inc.",1
"Kava Technology, Inc.",1
KavanaTech,2
Kaviza Incorporated,2
Kawamoto Research Services,1
KAY ELEMETRICS CORPORATION,4
Kay Kube Company,1
KAYHAN SPACE CORP,5
Kayton Engineering Co,1
KaZaK Composites Incorporated,159
"KaZaK Technologies, Inc",4
Kazmer Research LLC,1
Kb Enterprises,1
"KB SCIENCES, INC.",2
"KBD, INC.",1
"Kbl Group, Inc.",3
"Kbm Enterprises, Inc.",1
KBN OPTICS LLC,2
"Kbs2, Inc.",1
"KC Industries, LLC",2
"KC SCIENTIFIC AND TECHNOLOGIES, INC.",1
"KCF TECHNOLOGIES, INC.",47
KCI LIFE SCIENCES,1
KCP Technologies,17
KCS-COS-INC,1
Kd Components Inc,1
"KDAc Therapeutics, Inc.",2
KDC Technology Corporation,6
Kdc/isi Joint Venture,8
"KDH Research &amp; Communication, Inc.",29
"KDK SOLUTIONS, LTD",1
"Kdl Medical Technologies, Inc.",5
"Kdt Industries, Inc.",6
"KDT, LLC",3
Kea Industries,1
"Keanetech, LLC",1
"Kearns, Lawrence P",1
"Kebaili, Inc.",1
"Kebotix, Inc.",1
"Kedly, Inc.",3
Keen Home Inc.,1
KEF ROBOTICS INC,5
Keiser Corp.,1
"Kejr, Inc.",4
Kelahealth Inc.,2
"KELLEY&#039;S LOGISTICS SUPPORT SYSTEMS, INC.",10
KELLIHER AND ASSOCIATES,5
Kellogg&#039;s Research Labs LLC,1
"KELLY LOGISTICS SUPPORT SYSTEMS, INC.",1
"KELLY SPACE &amp; TECHNOLOGY, INC.",4
Kelly/strazer Associates Inc.,2
Kelsey Creek Laboratories,2
Kem Tek Inc.,2
"Kemin Industries, Inc.",2
Kemp Development Corp,2
Ken Wanderman &amp; Assoc Inc.,4
"Kenai Design, LLC",1
KenGro Corporation,4
"KENNEBEC RIVER BIOSCIENCES, INC.",2
"Kennedy, Sheilah A",3
Kennedy/jenks Consultants Inc.,1
"Kennen Technologies, LLC",2
"Kennon Products, Inc.",19
Kensal Consulting,12
KENSEY NASH CORPORATION,4
"KENT DISPLAYS, INC.",12
"Kent Optronics, Inc.",54
KENT SEATECH CORPORATION,26
"Kenterprice Research, Inc.",5
KENTUCKY IMAGING TECHNOLOGIES LLC,2
"KENTUCKY PHARMACEUTICALS, INC.",1
Kenwood Laboratories Inc,1
Keo Consultants,2
"KEONA HEALTH, INC.",2
KEPHERA DIAGNOSTICS LLC,9
"KEPLER DIAGNOSTICS, INC.",1
Kepley Biosystems Incorporated,4
"Kepner Plastics Fabricators,",1
KERACURE,2
"KERADERM, LLC",2
KERAMED,7
"Keranetics, LLC",17
Keratin Biosciences Inc.,1
"Kerberos International, Inc.",6
KERICURE INC.,2
Kermath Manufacturing Corp,2
"Kern Technology Group, LLC",1
"Kernco, Inc",17
"Kerner Graphics, Inc.",1
"Kerpoof, LLC",1
Kesa Corpon,1
"KESELOWSKI ADVANCED MANUFACTURING, LLC",1
